NAME,CITY,STATE,NAICS_DESC
AVIATION INSTITUTE OF MAINTENANCE-KANSAS CITY,KANSAS CITY,MO,FLIGHT TRAINING
JOHNSON & WALES UNIVERSITY-NORTH MIAMI,NORTH MIAMI,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SALINE COUNTY CAREER CENTER,MARSHALL,MO,OTHER TECHNICAL AND TRADE SCHOOLS
KNOX COLLEGE,GALESBURG,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MASSACHUSETTS COLLEGE OF LIBERAL ARTS,NORTH ADAMS,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
COACHELLA VALLEY BEAUTY COLLEGE,LA QUINTA,CA,COSMETOLOGY AND BARBER SCHOOLS
KANSAS WESLEYAN UNIVERSITY,SALINA,KS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CHADRON STATE COLLEGE,CHADRON,NE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
COLLEGE OF HAIR DESIGN-DOWNTOWN,LINCOLN,NE,COSMETOLOGY AND BARBER SCHOOLS
ELMIRA BUSINESS INSTITUTE,VESTAL,NY,JUNIOR COLLEGES
BRITTANY BEAUTY ACADEMY,BROOKLYN,NY,COSMETOLOGY AND BARBER SCHOOLS
CHATFIELD COLLEGE,SAINT MARTIN,OH,JUNIOR COLLEGES
COLLEGE OF COSMETOLOGY,KLAMATH FALLS,OR,COSMETOLOGY AND BARBER SCHOOLS
UNITED LUTHERAN SEMINARY,GETTYSBURG,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LYCOMING COLLEGE,WILLIAMSPORT,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PENN COMMERCIAL BUSINESS/TECHNICAL SCHOOL,WASHINGTON,PA,JUNIOR COLLEGES
BOSTON BAPTIST COLLEGE,BOSTON,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ROLLA TECHNICAL INSTITUTE/CENTER,ROLLA,MO,OTHER TECHNICAL AND TRADE SCHOOLS
GERBERS AKRON BEAUTY SCHOOL,AKRON,OH,COSMETOLOGY AND BARBER SCHOOLS
AUBURN UNIVERSITY AT MONTGOMERY,MONTGOMERY,AL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
OAKWOOD UNIVERSITY,HUNTSVILLE,AL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SELMA UNIVERSITY,SELMA,AL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ROLLINS COLLEGE,WINTER PARK,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CREIGHTON UNIVERSITY,OMAHA,NE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
FOSTERS COSMETOLOGY COLLEGE,RIPLEY,MS,COSMETOLOGY AND BARBER SCHOOLS
UNIVERSITY OF WISCONSIN-WHITEWATER,WHITEWATER,WI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PLATT COLLEGE-ONTARIO,ONTARIO,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TREND BARBER COLLEGE,HOUSTON,TX,COSMETOLOGY AND BARBER SCHOOLS
CENTURA COLLEGE-COLUMBIA,COLUMBIA,SC,JUNIOR COLLEGES
UNITED STATES UNIVERSITY,SAN DIEGO,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ASHEVILLE-BUNCOMBE TECHNICAL COMMUNITY COLLEGE,ASHEVILLE,NC,JUNIOR COLLEGES
METROPOLITAN COMMUNITY COLLEGE AREA,OMAHA,NE,JUNIOR COLLEGES
NORTHEASTERN STATE UNIVERSITY,TAHLEQUAH,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NORTHERN OKLAHOMA COLLEGE,TONKAWA,OK,JUNIOR COLLEGES
HIGH PLAINS TECHNOLOGY CENTER,WOODWARD,OK,OTHER TECHNICAL AND TRADE SCHOOLS
DANVILLE COMMUNITY COLLEGE,DANVILLE,VA,JUNIOR COLLEGES
ST. MARY'S UNIVERSITY,SAN ANTONIO,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
AUSTIN GRADUATE SCHOOL OF THEOLOGY,AUSTIN,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
OGLE SCHOOL HAIR SKIN NAILS-DALLAS,DALLAS,TX,COSMETOLOGY AND BARBER SCHOOLS
HUNTSVILLE BIBLE COLLEGE,HUNTSVILLE,AL,JUNIOR COLLEGES
AMERICAN FILM INSTITUTE CONSERVATORY,LOS ANGELES,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CALIFORNIA STATE UNIVERSITY-FRESNO,FRESNO,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CHAPMAN UNIVERSITY,ORANGE,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TRINITY LAW SCHOOL,SANTA ANA,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CALIFORNIA STATE UNIVERSITY-LONG BEACH,LONG BEACH,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CCI TRAINING CENTER-ARLINGTON,ARLINGTON,TX,OTHER TECHNICAL AND TRADE SCHOOLS
NEW YORK MEDICAL COLLEGE,VALHALLA,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EMPIRE BEAUTY SCHOOL-DUNWOODY,DUNWOODY,GA,COSMETOLOGY AND BARBER SCHOOLS
SAN DIEGO MIRAMAR COLLEGE,SAN DIEGO,CA,JUNIOR COLLEGES
SAN BERNARDINO VALLEY COLLEGE,SAN BERNARDINO,CA,JUNIOR COLLEGES
CITRUS COLLEGE,GLENDORA,CA,JUNIOR COLLEGES
BRAZOSPORT COLLEGE,LAKE JACKSON,TX,JUNIOR COLLEGES
WESTERN WASHINGTON UNIVERSITY,BELLINGHAM,WA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF REDLANDS,REDLANDS,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
COLORADO SCHOOL OF MINES,GOLDEN,CO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF INDIANAPOLIS,INDIANAPOLIS,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ROCHESTER INSTITUTE OF TECHNOLOGY,ROCHESTER,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CINCINNATI COLLEGE OF MORTUARY SCIENCE,CINCINNATI,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PHILLIPS THEOLOGICAL SEMINARY,TULSA,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
DAYTONA COLLEGE,ORMOND BEACH,FL,JUNIOR COLLEGES
MANHATTAN SCHOOL OF COMPUTER TECHNOLOGY,"BROOKLYN,",NY,COMPUTER TRAINING
PLATT COLLEGE-MILLER-MOTTE-CARY,CARY,NC,JUNIOR COLLEGES
CONCORDIA THEOLOGICAL SEMINARY,FORT WAYNE,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BENEDICTINE COLLEGE,ATCHISON,KS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MILDRED ELLEY-PITTSFIELD CAMPUS,PITTSFIELD,MA,OTHER TECHNICAL AND TRADE SCHOOLS
OAK HILLS CHRISTIAN COLLEGE,BEMIDJI,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BREVARD COLLEGE,BREVARD,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
KAUAI COMMUNITY COLLEGE,LIHUE,HI,JUNIOR COLLEGES
OTTAWA UNIVERSITY-KANSAS CITY,OVERLAND PARK,KS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SUNY CORNING COMMUNITY COLLEGE,CORNING,NY,JUNIOR COLLEGES
MONROE COMMUNITY COLLEGE,ROCHESTER,NY,JUNIOR COLLEGES
VAUGHN BEAUTY COLLEGE,ABERDEEN,MS,COSMETOLOGY AND BARBER SCHOOLS
PMCA PITTSBURGH MULTICULTURAL COSMETOLOGY ACADEMY,PITTSBURGH,PA,COSMETOLOGY AND BARBER SCHOOLS
HEALTH-TECH INSTITUTE OF MEMPHIS,MEMPHIS,TN,OTHER TECHNICAL AND TRADE SCHOOLS
PONCE HEALTH SCIENCES UNIVERSITY-ST LOUIS,ST. LOUIS,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
DERECH HACHAIM SEMINARY,MONROE,NY,JUNIOR COLLEGES
LOTUS SCHOOL OF INTEGRATED PROFESSIONS,HENRICO,VA,OTHER TECHNICAL AND TRADE SCHOOLS
PHAGANS CENTRAL OREGON BEAUTY COLLEGE,BEND,OR,COSMETOLOGY AND BARBER SCHOOLS
VERMONT STATE COLLEGES-OFFICE OF THE CHANCELLOR,MONTPELIER,VT,EDUCATIONAL SUPPORT SERVICES
RANDOLPH TECHNICAL CENTER,ELKINS,WV,OTHER TECHNICAL AND TRADE SCHOOLS
WINONAH'S INTERNATIONAL SCHOOL OF COSMETOLOGY,HOOVER,AL,COSMETOLOGY AND BARBER SCHOOLS
AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE,EAST BRUNSWICK,NJ,OTHER TECHNICAL AND TRADE SCHOOLS
CAREER QUEST LEARNING CENTER-MT. PLEASANT,MOUNT PLEASANT,MI,COSMETOLOGY AND BARBER SCHOOLS
HELENE FULD COLLEGE OF NURSING,NEW YORK,NY,JUNIOR COLLEGES
MARYMOUNT MANHATTAN COLLEGE,NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BRYANT & STRATTON COLLEGE-SOUTHTOWNS,ORCHARD PARK,NY,JUNIOR COLLEGES
EVERGLADES UNIVERSITY,BOCA RATON,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CALIFORNIA COLLEGE OF BARBERING AND COSMETOLOGY,STOCKTON,CA,COSMETOLOGY AND BARBER SCHOOLS
AMERICAN COLLEGE FOR MEDICAL CAREERS,ORLANDO,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
DEVRY UNIVERSITY-INDIANA,MERRILLVILLE,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MICHIGAN COLLEGE OF BEAUTY-MONROE,MONROE,MI,COSMETOLOGY AND BARBER SCHOOLS
FOCUS PERSONAL TRAINING INSTITUTE,NEW YORK,NY,OTHER TECHNICAL AND TRADE SCHOOLS
CALIFORNIA HEALTH SCIENCES UNIVERSITY,CLOVIS,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
INTERNATIONAL DIVING INSTITUTE,NORTH CHARLESTON,SC,OTHER TECHNICAL AND TRADE SCHOOLS
BLUE CLIFF CAREER COLLEGE,MOBILE,AL,COSMETOLOGY AND BARBER SCHOOLS
UNIVERSITY OF NORTH CAROLINA SYSTEM,CHAPEL HILL,NC,EDUCATIONAL SUPPORT SERVICES
EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY-PERU,PERU,IL,COSMETOLOGY AND BARBER SCHOOLS
SAINT VINCENT SEMINARY,LATROBE,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF PHOENIX-NEW JERSEY,JERSEY CITY,NJ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF MAINE-SYSTEM CENTRAL OFFICE,ORONO,ME,EDUCATIONAL SUPPORT SERVICES
UNIVERSITY OF MARYLAND EASTERN SHORE,PRINCESS ANNE,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
HOWARD UNIVERSITY,WASHINGTON,DC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ACADEMY FOR SALON PROFESSIONALS,NORTHRIDGE,CA,COSMETOLOGY AND BARBER SCHOOLS
LARAMIE COUNTY COMMUNITY COLLEGE,CHEYENNE,WY,JUNIOR COLLEGES
UNITED STATES NAVAL ACADEMY,ANNAPOLIS,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ROANOKE COLLEGE,SALEM,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NEW RIVER COMMUNITY COLLEGE,DUBLIN,VA,JUNIOR COLLEGES
ASM BEAUTY WORLD ACADEMY,HOLLYWOOD,FL,COSMETOLOGY AND BARBER SCHOOLS
UNIVERSITY OF HAWAII MAUI COLLEGE,KAHULUI,HI,JUNIOR COLLEGES
AMERICAN INDIAN OIC INC,MINNEAPOLIS,MN,OTHER TECHNICAL AND TRADE SCHOOLS
L3 COMMERCIAL TRAINING SOLUTIONS AIRLINE ACADEMY,SANFORD,FL,FLIGHT TRAINING
THOMAS COLLEGE,WATERVILLE,ME,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ADVANCE SCIENCE INTERNATIONAL COLLEGE,MIAMI LAKES,FL,OTHER TECHNICAL AND TRADE SCHOOLS
UNITECH TRAINING ACADEMY-LAFAYETTE,LAFAYETTE,LA,OTHER TECHNICAL AND TRADE SCHOOLS
WILSON COMMUNITY COLLEGE,WILSON,NC,JUNIOR COLLEGES
BISMARCK STATE COLLEGE,BISMARCK,ND,JUNIOR COLLEGES
BANK STREET COLLEGE OF EDUCATION,NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ANTONELLI COLLEGE-CINCINNATI,CINCINNATI,OH,JUNIOR COLLEGES
AQUINAS COLLEGE,GRAND RAPIDS,MI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF BRIDGEPORT,BRIDGEPORT,CT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WELLSPRING SCHOOL OF ALLIED HEALTH-LAWRENCE,LAWRENCE,KS,OTHER TECHNICAL AND TRADE SCHOOLS
UNIVERSAL SPA TRAINING ACADEMY,DOWNERS GROVE,IL,COSMETOLOGY AND BARBER SCHOOLS
THE SALON PROFESSIONAL ACADEMY-EVANSVILLE,EVANSVILLE,IN,COSMETOLOGY AND BARBER SCHOOLS
GOUCHER COLLEGE,BALTIMORE,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ACADEMY OF HAIR DESIGN-SPRINGFIELD,SPRINGFIELD,MO,COSMETOLOGY AND BARBER SCHOOLS
NEW YORK SCHOOL OF INTERIOR DESIGN,NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
THREE RIVERS COMMUNITY COLLEGE,NORWICH,CT,JUNIOR COLLEGES
TRUCKEE MEADOWS COMMUNITY COLLEGE,RENO,NV,JUNIOR COLLEGES
THE SALON PROFESSIONAL ACADEMY-ALTOONA,ALTOONA,PA,COSMETOLOGY AND BARBER SCHOOLS
ROSS MEDICAL EDUCATION CENTER-GRANGER,GRANGER,IN,OTHER TECHNICAL AND TRADE SCHOOLS
LONE STAR COLLEGE SYSTEM,THE WOODLANDS,TX,JUNIOR COLLEGES
PAUL MITCHELL THE SCHOOL-SPOKANE,SPOKANE VALLEY,WA,COSMETOLOGY AND BARBER SCHOOLS
SAE INSTITUTE OF TECHNOLOGY-ATLANTA,ATLANTA,GA,JUNIOR COLLEGES
JOLIE HAIR AND BEAUTY ACADEMY-NORTHFIELD,NORTHFIELD,NJ,COSMETOLOGY AND BARBER SCHOOLS
CORTIVA INSTITUTE-SEATTLE,FEDERAL WAY,WA,OTHER TECHNICAL AND TRADE SCHOOLS
FLORIDA VOCATIONAL INSTITUTE,MIAMI,FL,OTHER TECHNICAL AND TRADE SCHOOLS
MINNESOTA SCHOOL OF COSMETOLOGY-PLYMOUTH CAMPUS,PLYMOUTH,MN,COSMETOLOGY AND BARBER SCHOOLS
RASMUSSEN COLLEGE-KANSAS,TOPEKA,KS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
GRACE MISSION UNIVERSITY,FULLERTON,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
RIZZIERI INSTITUTE,VOORHEES,NJ,OTHER TECHNICAL AND TRADE SCHOOLS
BONNIE JOSEPH ACADEMY OF COSMETOLOGY & BARBERING,HEBER CITY,UT,COSMETOLOGY AND BARBER SCHOOLS
EMPIRE BEAUTY SCHOOL-ROCHESTER,ROCHESTER,NY,COSMETOLOGY AND BARBER SCHOOLS
NETWORKS BARBER COLLEGE,CALUMET CITY,IL,COSMETOLOGY AND BARBER SCHOOLS
OHIO INSTITUTE OF ALLIED HEALTH,HUBER HEIGHTS,OH,OTHER TECHNICAL AND TRADE SCHOOLS
BAY AREA MEDICAL ACADEMY,SAN FRANCISCO,CA,OTHER TECHNICAL AND TRADE SCHOOLS
WEST VALLEY COLLEGE,SARATOGA,CA,JUNIOR COLLEGES
EDMONDS COMMUNITY COLLEGE,LYNNWOOD,WA,JUNIOR COLLEGES
MILAN INSTITUTE-BAKERSFIELD,BAKERSFIELD,CA,COSMETOLOGY AND BARBER SCHOOLS
PLATT COLLEGE-MILLER-MOTTE TECHNICAL-MACON,MACON,GA,JUNIOR COLLEGES
PLATT COLLEGE-STVT-CORPUS CHRISTI,CORPUS CHRISTI,TX,OTHER TECHNICAL AND TRADE SCHOOLS
PAUL MITCHELL THE SCHOOL-ATLANTA,ATLANTA,GA,COSMETOLOGY AND BARBER SCHOOLS
CALIFORNIA CAREER INSTITUTE,GARDEN GROVE,CA,JUNIOR COLLEGES
DEVRY COLLEGE OF NEW YORK,NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
GOULD'S ACADEMY,MEMPHIS,TN,COSMETOLOGY AND BARBER SCHOOLS
WESTCHESTER SCHOOL FOR DENTAL ASSISTANT,ELMSFORD,NY,OTHER TECHNICAL AND TRADE SCHOOLS
AVEDA INSTITUTE PORTLAND-VANCOUVER CAMPUS,VANCOUVER,WA,OTHER TECHNICAL AND TRADE SCHOOLS
PRINCESS BEAUTY SCHOOL,DEARBORN HEIGHTS,MI,COSMETOLOGY AND BARBER SCHOOLS
CONCORDE CAREER COLLEGE-SOUTHAVEN,SOUTHAVEN,MS,JUNIOR COLLEGES
FLORIDA CAREER COLLEGE-JACKSONVILLE,JACKSONVILLE,FL,JUNIOR COLLEGES
ABCO TECHNOLOGY,INGLEWOOD,CA,OTHER TECHNICAL AND TRADE SCHOOLS
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT XAVIER UNIVERSITY OF LOUISIANA,NEW ORLEANS,LA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
COLLEGE OF LAKE COUNTY,GRAYSLAKE,IL,JUNIOR COLLEGES
LINCOLN LAND COMMUNITY COLLEGE,SPRINGFIELD,IL,JUNIOR COLLEGES
SPOON RIVER COLLEGE,CANTON,IL,JUNIOR COLLEGES
KISHWAUKEE COLLEGE,MALTA,IL,JUNIOR COLLEGES
MINNESOTA STATE COLLEGE SOUTHEAST,WINONA,MN,JUNIOR COLLEGES
UNION INSTITUTE & UNIVERSITY,CINCINNATI,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MOHAWK VALLEY COMMUNITY COLLEGE,UTICA,NY,JUNIOR COLLEGES
UNIVERSITY OF OKLAHOMA-HEALTH SCIENCES CENTER,OKLAHOMA CITY,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NORTH CENTRAL MICHIGAN COLLEGE,PETOSKEY,MI,JUNIOR COLLEGES
SAN FRANCISCO INSTITUTE OF ESTHETICS & COSMETOLOGY INC,SAN FRANCISCO,CA,COSMETOLOGY AND BARBER SCHOOLS
DELAWARE CHENANGO MADISON OTSEGO BOCES-PRACTICAL NURSING PROGRAM,NORWICH,NY,OTHER TECHNICAL AND TRADE SCHOOLS
INTERNATIONAL INSTITUTE OF COSMETOLOGY,WETHERSFIELD,CT,COSMETOLOGY AND BARBER SCHOOLS
MISSISSIPPI COLLEGE,CLINTON,MS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS,ASHEVILLE,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NORTHWEST COLLEGE-EUGENE,SPRINGFIELD,OR,OTHER TECHNICAL AND TRADE SCHOOLS
EMPIRE BEAUTY SCHOOL-SPRINGFIELD,SPRINGFIELD,PA,COSMETOLOGY AND BARBER SCHOOLS
FINGER LAKES SCHOOL OF MASSAGE,MT. KISCO,NY,OTHER TECHNICAL AND TRADE SCHOOLS
HAWAII MEDICAL COLLEGE,HONOLULU,HI,OTHER TECHNICAL AND TRADE SCHOOLS
MANDALYN ACADEMY,AMERICAN FORK,UT,COSMETOLOGY AND BARBER SCHOOLS
AMERICAN ACADEMY OF HEALTH AND BEAUTY,MANCHESTER,NH,COSMETOLOGY AND BARBER SCHOOLS
BUCKNER BARBER SCHOOL,DALLAS,TX,COSMETOLOGY AND BARBER SCHOOLS
GRAYS HARBOR COLLEGE,ABERDEEN,WA,JUNIOR COLLEGES
OHIO DOMINICAN UNIVERSITY,COLUMBUS,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LOS MEDANOS COLLEGE,PITTSBURG,CA,JUNIOR COLLEGES
LAMSON INSTITUTE,SAN ANTONIO,TX,OTHER TECHNICAL AND TRADE SCHOOLS
HAZELDEN BETTY FORD GRADUATE SCHOOL OF ADDICTION STUDIES,CENTER CITY,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
HARVARD UNIVERSITY,CAMBRIDGE,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ORLEANS TECHNICAL COLLEGE,PHILADELPHIA,PA,JUNIOR COLLEGES
PENNSYLVANIA STATE UNIVERSITY-PENN STATE GREAT VALLEY,MALVERN,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ALAMO COMMUNITY COLLEGE DISTRICT CENTRAL OFFICE,SAN ANTONIO,TX,EDUCATIONAL SUPPORT SERVICES
COASTAL BEND COLLEGE,BEEVILLE,TX,JUNIOR COLLEGES
CRAWFORD COUNTY CAREER AND TECHNICAL CENTER PRACTICAL NURSING PROGRAM,MEADVILLE,PA,OTHER TECHNICAL AND TRADE SCHOOLS
PAYNE THEOLOGICAL SEMINARY,WILBERFORCE,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MARION TECHNICAL COLLEGE,MARION,OH,JUNIOR COLLEGES
BUCKEYE JOINT VOCATIONAL SCHOOL,NEW PHILADELPHIA,OH,OTHER TECHNICAL AND TRADE SCHOOLS
FLORENCE-DARLINGTON TECHNICAL COLLEGE,FLORENCE,SC,JUNIOR COLLEGES
ORANGEBURG CALHOUN TECHNICAL COLLEGE,ORANGEBURG,SC,JUNIOR COLLEGES
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-RIPLEY,RIPLEY,TN,OTHER TECHNICAL AND TRADE SCHOOLS
HIGHLAND COMMUNITY COLLEGE,HIGHLAND,KS,JUNIOR COLLEGES
JACKSON COLLEGE,JACKSON,MI,JUNIOR COLLEGES
PICKAWAY ROSS JOINT VOCATIONAL SCHOOL DISTRICT,CHILLICOTHE,OH,OTHER TECHNICAL AND TRADE SCHOOLS
COMMONWEALTH INSTITUTE OF FUNERAL SERVICE,HOUSTON,TX,JUNIOR COLLEGES
WEST VIRGINIA NORTHERN COMMUNITY COLLEGE,WHEELING,WV,JUNIOR COLLEGES
CHAMBERLAIN UNIVERSITY-ARIZONA,PHOENIX,AZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CHATTAHOOCHEE TECHNICAL COLLEGE,MARIETTA,GA,JUNIOR COLLEGES
PAINE COLLEGE,AUGUSTA,GA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CALVIN THEOLOGICAL SEMINARY,GRAND RAPIDS,MI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
FLORIDA INSTITUTE OF TECHNOLOGY,MELBOURNE,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ORANGE TECHNICAL COLLEGE-WINTER PARK CAMPUS,WINTER PARK,FL,OTHER TECHNICAL AND TRADE SCHOOLS
COLLEGE FOR CREATIVE STUDIES,DETROIT,MI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
THE COLLEGE OF NEW ROCHELLE,NEW ROCHELLE,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LEONS BEAUTY SCHOOL INC,GREENSBORO,NC,COSMETOLOGY AND BARBER SCHOOLS
SANDHILLS COMMUNITY COLLEGE,PINEHURST,NC,JUNIOR COLLEGES
RAPHAEL'S SCHOOL OF BEAUTY CULTURE INC-NILES,NILES,OH,COSMETOLOGY AND BARBER SCHOOLS
CORNISH COLLEGE OF THE ARTS,SEATTLE,WA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CENTENARY UNIVERSITY,HACKETTSTOWN,NJ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LINCOLN TECHNICAL INSTITUTE-MAHWAH,MAHWAH,NJ,OTHER TECHNICAL AND TRADE SCHOOLS
INTERNATIONAL BUSINESS COLLEGE-INDIANAPOLIS,INDIANAPOLIS,IN,JUNIOR COLLEGES
NEW COMMUNITY CAREER & TECHNICAL INSTITUTE,NEWARK,NJ,COSMETOLOGY AND BARBER SCHOOLS
AVIATOR COLLEGE OF AERONAUTICAL SCIENCE AND TECHNOLOGY,FORT PIERCE,FL,JUNIOR COLLEGES
MIDLAND UNIVERSITY,FREMONT,NE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NEW ENGLAND COLLEGE,HENNIKER,NH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MAGDALEN COLLEGE,WARNER,NH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EASTERN NEW MEXICO UNIVERSITY-ROSWELL CAMPUS,ROSWELL,NM,JUNIOR COLLEGES
ASSOCIATED BETH RIVKAH SCHOOLS,BROOKLYN,NY,OTHER TECHNICAL AND TRADE SCHOOLS
SUNY COLLEGE AT GENESEO,GENESEO,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CONTINENTAL SCHOOL OF BEAUTY CULTURE-ROCHESTER,ROCHESTER,NY,COSMETOLOGY AND BARBER SCHOOLS
FLORIDA ATLANTIC UNIVERSITY,BOCA RATON,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
